0.386,0.799,2,-3.789,1,0.0555,0.201,0,0.103,0.391,86.333,213024,4,country
0.544,0.49,5,-4.627,1,0.0322,0.272,0,0.138,0.384,115.02,206827,3,country
0.507,0.372,1,-8.433,1,0.0303,0.481,0,0.271,0.257,86.422,199693,4,country
0.548,0.765,6,-5.297,1,0.0393,0.0063,0,0.0438,0.744,142.099,199107,4,country
0.628,0.708,11,-7.045,0,0.0287,0.309,1.32E-06,0.109,0.276,111.047,288573,4,country
0.439,0.752,8,-4.143,1,0.0375,0.116,0,0.133,0.456,166.051,199907,4,country
0.616,0.438,1,-5.968,1,0.0298,0.356,0,0.24,0.386,135.929,213387,4,country
0.731,0.469,5,-7.226,1,0.0326,0.463,1.04E-06,0.103,0.631,98.963,165387,4,country
0.705,0.761,0,-4.579,1,0.0298,0.00385,0,0.186,0.819,99.986,182133,4,country
0.489,0.9,7,-3.563,1,0.0488,0.0441,0,0.247,0.611,200.054,182693,4,country
0.432,0.796,4,-2.952,0,0.049,0.486,0,0.355,0.563,183.935,212120,4,country
0.607,0.575,8,-7.066,1,0.0252,0.133,2.52E-06,0.0566,0.504,78.341,180907,4,country
0.689,0.534,7,-6.261,1,0.0527,0.358,0,0.115,0.552,111.91,210080,4,country
0.644,0.741,9,-5.84,1,0.0235,0.0569,1.12E-06,0.193,0.693,102.007,220987,4,country
0.649,0.4,6,-10.202,1,0.0455,0.513,1.18E-06,0.0774,0.393,157.895,200387,4,country
0.567,0.562,10,-4.226,0,0.0571,0.00488,0,0.0661,0.522,92.808,193360,4,country
0.614,0.614,4,-7.497,0,0.0314,0.104,3.59E-05,0.104,0.598,146.03,192680,4,country
0.603,0.625,6,-6.563,1,0.0258,0.302,0,0.141,0.651,96.02,192920,4,country
0.652,0.712,4,-4.588,1,0.0388,0.596,0,0.0814,0.553,120.063,202920,4,country
0.563,0.772,5,-6.737,1,0.0593,0.00101,1.95E-05,0.214,0.394,119.909,180243,4,country
0.644,0.882,7,-3.146,1,0.0643,0.0414,0,0.34,0.55,99.861,225040,4,country
0.588,0.408,3,-8.662,1,0.0237,0.113,0,0.13,0.484,85.008,205453,4,country
0.537,0.784,3,-4.869,1,0.034,0.0979,0,0.224,0.468,137.995,191018,4,country
0.638,0.367,4,-7.906,1,0.0266,0.84,0,0.0999,0.219,71.957,217120,4,country
0.723,0.704,11,-4.909,1,0.0484,0.225,0,0.0681,0.904,103.942,190667,4,country
0.662,0.685,4,-4.561,0,0.0302,0.125,0,0.0961,0.447,111.964,187321,4,country
0.648,0.942,10,-2.881,0,0.0878,0.021,0,0.0594,0.73,129.007,231373,4,pop
0.644,0.945,7,-3.534,1,0.0717,0.0587,0,0.184,0.573,91.017,219560,4,pop
0.636,0.832,5,-3.944,1,0.179,0.0293,3.60E-06,0.272,0.677,175.015,223053,4,pop
0.816,0.851,8,-4.166,0,0.19,0.283,0,0.543,0.568,137.968,240747,4,pop
0.76,0.694,0,-5.856,1,0.0458,0.0195,0,0.29,0.9,127.009,206307,4,pop
0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,238920,4,pop
0.669,0.822,11,-4.288,1,0.043,0.0339,0.000142,0.231,0.43,120.011,277107,4,pop
0.654,0.684,2,-4.509,1,0.032,0.0108,0,0.0768,0.7,66.001,212520,4,pop
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307,4,pop
0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,4,pop
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,4,pop
0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,208600,4,pop
0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,246467,4,pop
0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,4,pop
0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71E-06,0.0385,0.748,131.959,215693,4,pop
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,4,pop
0.599,0.854,9,-5.429,1,0.0436,0.0746,0,0.278,0.311,119.986,234547,4,pop
0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,195973,4,pop
0.591,0.935,6,-2.664,1,0.0478,0.000284,0.000278,0.142,0.736,140.043,247947,4,pop
0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,4,pop
0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,223253,4,pop
0.524,0.854,8,-4.237,0,0.122,0.0118,0,0.0861,0.528,122.066,204427,4,pop
0.512,0.893,5,-3.585,0,0.102,0.0423,0.0106,0.251,0.457,185.937,243867,4,pop
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,233640,4,pop
0.439,0.799,5,-4.223,0,0.0785,0.0122,0.00144,0.136,0.333,150.078,252813,4,pop
0.706,0.626,7,-4.319,1,0.033,0.21,0,0.0822,0.28,113.085,268333,4,pop
0.774,0.839,5,-3.948,0,0.114,0.027,0.0166,0.252,0.923,142.985,198813,4,pop
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4,pop
0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4,pop
0.818,0.732,1,-4.474,0,0.0334,0.0335,4.95E-05,0.19,0.679,119.002,241933,4,pop
0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,234653,4,pop
0.664,0.845,4,-6.115,0,0.0461,0.181,0,0.267,0.357,96.005,211253,4,pop
0.482,0.661,0,-8.646,0,0.323,0.185,0,0.0804,0.246,94.001,219427,4,pop
0.535,0.886,11,-3.106,1,0.045,0.000304,2.26E-06,0.257,0.445,126.012,215160,4,pop
0.829,0.607,1,-3.876,1,0.0897,0.0049,0,0.0986,0.766,120.044,187067,4,pop
0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,220227,4,pop
0.739,0.938,0,-4.446,0,0.0868,0.131,0,0.124,0.655,130.018,312987,4,pop
0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4,pop
0.755,0.832,2,-2.741,0,0.116,0.0746,1.27E-06,0.291,0.735,120.032,199693,4,pop
0.78,0.714,11,-4.155,0,0.0382,0.119,4.10E-06,0.217,0.666,125.924,235520,4,pop
0.755,0.838,7,-4.5,0,0.0687,0.0643,1.59E-05,0.118,0.473,126.877,198187,4,pop
0.758,0.688,5,-3.918,0,0.0478,0.12,0,0.0904,0.357,114.93,208320,4,pop
0.789,0.65,10,-6.16,0,0.121,0.0401,0,0.249,0.617,87.983,211000,4,pop
0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,232000,4,pop
0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627,4,pop
0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,4,pop
0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4,pop
0.827,0.821,3,-5.864,1,0.0419,0.00748,0.0015,0.115,0.684,122.017,220627,4,pop
0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4,pop
0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02E-06,0.139,0.605,119.999,227760,4,pop
0.569,0.579,0,-5.008,1,0.03,0.139,0,0.103,0.24,146.055,227320,4,pop
0.651,0.884,0,-3.986,0,0.0533,0.0242,5.36E-06,0.202,0.285,125.941,231293,4,pop
0.551,0.893,7,-2.628,1,0.0543,0.00166,0,0.348,0.794,125.083,219987,4,pop
0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,220800,4,pop
0.711,0.753,4,-6.461,0,0.0766,0.028,2.96E-05,0.152,0.588,126.051,234360,4,pop
0.73,0.807,3,-6.475,0,0.114,0.179,0.718,0.28,0.727,114.715,179280,4,pop
0.482,0.829,5,-5.576,1,0.0437,0.00034,0,0.378,0.739,147.99,212307,4,pop
0.646,0.635,1,-7.322,1,0.0343,0.00657,0,0.0579,0.348,126.062,292707,4,pop
0.654,0.61,8,-6.051,1,0.0285,0.0399,0,0.101,0.118,118.032,184400,4,pop
0.899,0.724,4,-6.091,0,0.138,0.168,0.00029,0.051,0.84,100.979,267267,4,pop
0.683,0.601,7,-6.912,1,0.0316,0.163,0,0.251,0.643,98.981,240080,4,pop
0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,203867,4,pop
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,215747,4,pop
0.712,0.889,11,-3.206,0,0.0458,0.000393,1.08E-06,0.0907,0.66,129.95,241667,4,pop
0.741,0.748,0,-6.299,1,0.0264,0.0823,0,0.34,0.6,127.965,289133,4,pop
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92E-05,0.0535,0.542,122.668,267080,4,pop
0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.489,90.002,228347,4,pop
0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,250373,4,pop
0.72,0.861,11,-4.339,1,0.209,0.269,5.11E-06,0.601,0.669,126.991,200013,4,pop
0.606,0.612,2,-3.676,1,0.028,0.211,3.70E-06,0.128,0.477,127.882,208135,4,pop
0.851,0.806,4,-4.62,1,0.0787,0.118,1.64E-06,0.121,0.787,118.999,237200,4,pop
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4,pop
0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251427,4,pop
0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,262173,4,pop
0.725,0.672,5,-5.353,0,0.0283,4.62E-05,0.00225,0.112,0.777,125.042,215200,4,pop
0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.35,98.986,274213,4,pop
0.638,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.649,124.072,227880,4,pop
0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,326187,4,pop
0.528,0.9,8,-4.301,0,0.0759,0.0349,0,0.144,0.558,127.986,188133,4,pop
0.801,0.621,11,-6.838,0,0.0652,0.00409,2.47E-05,0.131,0.448,130.006,284413,4,pop
0.764,0.673,1,-4.946,1,0.0437,0.0156,6.56E-05,0.195,0.8,127.941,243533,4,pop
0.705,0.781,2,-2.927,1,0.0792,0.247,0,0.107,0.55,100.008,263173,4,pop
0.603,0.872,5,-5.404,0,0.0792,0.0213,0,0.366,0.691,150.104,206373,4,pop
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4,pop
0.875,0.631,1,-3.475,1,0.099,0.00542,2.54E-06,0.127,0.549,120.002,272080,4,pop
0.682,0.889,0,-4.166,1,0.0804,0.00564,0,0.36,0.827,138.021,192440,4,pop
0.431,0.87,0,-6.993,0,0.435,0.00566,0,0.304,0.737,124.444,219307,4,pop
0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480,4,pop
0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547,4,pop
0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,268320,4,pop
0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,4,pop
0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,pop
0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005,188067,4,pop
0.57,0.938,6,-3.682,0,0.0555,0.00483,0.00488,0.13,0.858,150.081,220627,4,pop
0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,192573,4,pop
0.751,0.818,7,-4.601,0,0.055,0.146,0,0.687,0.654,129.965,213293,4,pop
0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4,pop
0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,82.439,196133,4,pop
0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47E-05,0.068,0.682,123.016,205733,4,pop
0.697,0.919,4,-4.369,0,0.0502,0.0197,0.000397,0.0576,0.768,126.974,194987,4,pop
0.39,0.702,2,-5.825,1,0.036,0.00883,0.00207,0.342,0.195,125.686,238240,4,rock
0.525,0.846,3,-5.893,1,0.0281,0.00289,1.45E-05,0.142,0.507,155.028,340320,4,rock
0.318,0.879,2,-6.06,1,0.0506,8.66E-05,1.04E-06,0.0808,0.25,146.312,294600,4,rock
0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,4,rock
0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,536067,4,rock
0.486,0.744,6,-7.176,1,0.0404,0.0204,0.00298,0.112,0.362,132.446,336000,4,rock
0.463,0.266,6,-14.307,1,0.0315,0.736,0.00028,0.152,0.368,120.316,356293,4,rock
0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867,4,rock
0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,4,rock
0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400,4,rock
0.285,0.846,2,-6.472,1,0.0438,0.0404,0,0.182,0.287,108.808,318227,4,rock
0.323,0.728,7,-5.416,1,0.0321,0.00394,0.000447,0.102,0.489,161.586,215333,3,rock
0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,292581,4,rock
0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,342653,4,rock
0.473,0.348,0,-11.1,1,0.0288,0.721,7.42E-05,0.0827,0.283,107.819,215500,4,rock
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,rock
0.327,0.71,3,-2.928,1,0.0547,0.202,9.00E-05,0.28,0.416,179.561,175200,4,rock
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,rock
0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,4,rock
0.501,0.889,4,-5.175,1,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880,4,rock
0.754,0.759,9,-5.218,1,0.302,0.153,0.000114,0.101,0.435,126.367,214667,4,rock
0.257,0.819,7,-3.562,1,0.0422,0.085,0.015,0.324,0.267,150.354,308560,4,rock
0.433,0.959,9,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,269373,4,rock
0.36,0.905,4,-3.808,0,0.0812,1.37E-05,7.51E-06,0.0753,0.309,144.544,267973,4,rock
0.454,0.879,4,-5.44,1,0.0305,0.000861,0.00281,0.794,0.727,105.859,228467,4,rock
0.433,0.778,2,-4.68,0,0.0371,0.00838,0,0.163,0.217,149.864,209333,4,rock
0.416,0.741,7,-4.001,1,0.0335,0.00804,0,0.273,0.286,160.515,202973,4,rock
0.477,0.696,10,-4.427,0,0.0273,0.00995,0,0.128,0.182,143.989,235640,4,rock
0.468,0.859,1,-4.855,0,0.0366,0.025,0,0.103,0.531,92.048,243053,4,rock
0.45,0.914,6,-6.741,1,0.0647,0.0106,8.18E-05,0.101,0.336,124.42,208293,4,rock
0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61E-06,0.0811,0.513,155.667,289907,3,rock
0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920,4,rock
0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4,rock
0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,122067,4,rock
0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,248440,4,rock
0.559,0.855,5,-5.077,1,0.186,0.0488,0.000681,0.68,0.605,156.311,209413,4,rock
0.431,0.234,0,-14.177,1,0.0337,0.536,2.87E-06,0.0629,0.272,189.859,330333,4,rock
0.453,0.543,0,-10.106,1,0.0366,0.297,0,0.0928,0.282,151.362,313227,4,rock
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,rock
0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,348624,4,rock
0.443,0.855,9,-3.674,1,0.0324,0.000192,0.0102,0.353,0.466,105.84,308333,3,rock
0.306,0.747,0,-5.456,1,0.0365,0.0575,5.03E-05,0.41,0.291,139.673,356160,4,rock
0.373,0.678,4,-5.528,1,0.0325,0.143,0,0.168,0.346,141.42,353107,4,rock
0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,186960,4,rock
0.67,0.753,1,-5.058,0,0.0383,0.0208,2.71E-06,0.266,0.555,90.389,182500,4,rock
0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,301920,4,rock
0.26,0.92,2,-7.453,1,0.0748,0.0038,0.814,0.993,0.313,153.046,276160,4,rock
0.505,0.457,1,-8.036,0,0.0327,0.322,1.02E-06,0.11,0.0393,113.185,220543,4,rock
0.346,0.765,8,-8.558,1,0.0413,0.00229,7.54E-06,0.213,0.644,106.463,284427,4,rock
0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,238640,4,rock
0.671,0.849,9,-5.963,0,0.0283,0.0879,0,0.0971,0.801,125.429,269000,4,rock
0.502,0.81,9,-8.603,1,0.0301,0.0112,0.018,0.128,0.848,124.477,226200,4,rock
0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,232800,4,rock
0.551,0.696,2,-6.192,1,0.0265,0.0392,0,0.127,0.354,112.024,209360,4,rock
0.518,0.797,6,-5.153,1,0.0309,0.000696,0,0.107,0.293,132.915,238173,4,rock
0.653,0.722,11,-8.054,1,0.0344,0.000838,5.69E-06,0.0757,0.609,110.03,227813,4,rock
0.393,0.605,2,-8.297,1,0.0312,0.358,0.000453,0.0937,0.208,75.97,293493,4,rock
0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960,4,rock
0.353,0.464,7,-8.543,1,0.0272,0.0378,0.000969,0.0944,0.148,144.222,240733,3,rock
0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,231480,4,rock
0.442,0.614,3,-2.709,0,0.0337,0.0121,0.000461,0.135,0.169,123.776,258333,4,rock
0.571,0.836,0,-5.556,1,0.0371,0.193,4.09E-06,0.182,0.73,141.608,272733,4,rock
0.538,0.432,2,-11.882,1,0.0295,0.000185,0.309,0.139,0.116,110.181,295520,4,rock
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,rock
0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,258773,4,rock
0.73,0.862,11,-5.876,1,0.0313,0.0398,0,0.0818,0.77,104.018,200560,4,rock
0.511,0.983,10,-3.19,0,0.0841,0.000101,0.000428,0.0902,0.696,138.02,198187,4,rock
0.556,0.616,0,-5.76,1,0.0275,0.242,0.00137,0.148,0.286,90.759,275400,4,rock
0.535,0.681,0,-5.017,1,0.0364,0.088,2.17E-05,0.306,0.537,142.214,179907,4,rock
0.578,0.807,9,-8.078,1,0.0361,0.000974,0.000416,0.0526,0.384,110.053,226627,4,rock
0.528,0.832,2,-6.461,1,0.0265,0.00379,0.00042,0.153,0.633,100.158,296240,4,rock
0.524,0.87,5,-3.716,0,0.0427,0.0014,0,0.0796,0.552,80.017,222427,4,rock
0.421,0.858,1,-4.535,1,0.0963,0.0134,0,0.067,0.491,173.255,206773,4,rock
0.457,0.855,7,-4.026,0,0.0472,0.00078,0,0.0618,0.682,161.018,229653,4,rock
0.494,0.672,3,-4.877,1,0.0405,0.0273,0,0.105,0.557,156.208,277027,4,rock
0.208,0.342,6,-8.702,1,0.0327,0.875,3.00E-06,0.0908,0.135,186.162,239813,4,rock
0.237,0.864,3,-3.534,1,0.0367,0.000214,0,0.174,0.489,158.984,225867,4,rock
0.378,0.846,8,-3.187,1,0.0417,0.00147,0,0.0905,0.387,180.27,216560,4,rock
0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,203507,4,rock
0.609,0.917,9,-2.563,1,0.0477,0.00614,1.96E-05,0.0775,0.67,149.948,213587,4,rock
0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,207467,4,rock
0.616,0.91,0,-3.004,1,0.0386,0.0459,0,0.343,0.693,144.073,252040,4,rock
0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,258920,4,rock
0.441,0.815,3,-4.088,1,0.0276,0.000731,0,0.414,0.522,164.021,219320,4,rock
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,rock
0.541,0.807,1,-5.333,0,0.03,0.0205,0,0.259,0.284,145.124,222573,4,rock
0.56,0.442,5,-7.224,1,0.0243,0.727,1.71E-05,0.11,0.212,146.448,309600,4,rock
0.561,0.547,11,-7.496,0,0.0321,0.189,0.00157,0.17,0.19,139.755,273427,4,rock
0.473,0.777,9,-3.698,1,0.059,0.119,7.87E-05,0.671,0.21,136.249,186813,4,rock
0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,255627,4,rock
0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933,4,rock
0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.3,127.204,210240,4,rock
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4,rock
0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4,rock
0.499,0.871,2,-4.75,1,0.0366,0.00574,0.00239,0.105,0.301,125.778,286480,4,rock
0.564,0.84,1,-6.116,1,0.0343,0.012,0.00339,0.0949,0.663,100.649,277333,4,rock
0.527,0.61,4,-5.819,1,0.0237,0.422,0.000203,0.281,0.331,158.478,272347,4,rock
0.452,0.873,9,-4.867,1,0.0613,0.000519,0,0.0592,0.433,80.473,222027,4,rock
0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147,4,rock
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,4,rock
0.774,0.458,10,-6.45,1,0.042,0.0278,0,0.133,0.183,118.024,216961,4,hip hop
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,hip hop
0.9,0.653,1,-6.962,0,0.289,0.0945,0,0.528,0.399,112.503,145603,4,hip hop
0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,158053,4,hip hop
0.781,0.676,10,-3.857,0,0.26,0.0563,0,0.119,0.535,146.107,212133,4,hip hop
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347,4,hip hop
0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,208293,4,hip hop
0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,169999,4,hip hop
0.797,0.741,5,-4.672,0,0.153,0.0236,0,0.356,0.753,149.982,171867,4,hip hop
0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,152000,4,hip hop
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,224903,4,hip hop
0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,238613,4,hip hop
0.758,0.736,10,-6.927,0,0.193,0.192,0,0.132,0.367,145.003,136760,4,hip hop
0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4,hip hop
0.853,0.696,1,-6.179,0,0.246,0.179,0,0.286,0.184,118.001,171270,4,hip hop
0.826,0.615,8,-7.979,0,0.219,0.071,0,0.0965,0.543,98.056,225199,4,hip hop
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75E-06,0.109,0.039,105.955,215364,4,hip hop
