danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,Genre Class
0.665,0.65,8,-6.116,1,0.031,0.457,0.00176,0.202,0.928,98.094,178493,48.860658,68.75510397,13.51283311,0.542614227,1.7844829,-9.741644323,-7.503155951,6.168259918,-11.88507524,-0.892904241,-8.739976744,10.19728317,0.53251026,0.359871409,0.212369357,0.406335157,0.272699042,0.328357045,0.186270862,0.246191518,0.436095759,0.244192886,0.272600547,0.297897401,pop
0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,236133,48.55835143,99.87361429,-0.675685714,-7.836058095,11.97887238,-23.44976952,-4.044186667,8.686055238,-2.51184,8.901194286,-14.35411048,1.473230476,0.527126667,0.427671429,0.445842857,0.292825714,0.299512381,0.31562381,0.336128571,0.450194286,0.425822857,0.413562857,0.505101905,0.507788571,pop
0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,52.16745478,92.89741678,-10.34885583,-12.86317824,17.83410485,-17.82752949,3.583100917,3.21340367,3.579391874,1.418743119,-14.92415334,1.274912189,0.209625164,0.48595675,0.302010485,0.429448231,0.332471822,0.359950197,0.50719135,0.349606815,0.277504587,0.235665793,0.337314548,0.146247706,pop
0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,49.91596883,74.12778312,18.0476961,-2.331819481,14.89158701,-8.506418182,10.46346364,9.825263636,3.512720779,6.417983117,-16.91532597,-3.470579221,0.847896104,0.747203896,0.315883117,0.301374026,0.287618182,0.268880519,0.240412987,0.2247,0.249872727,0.261225974,0.216384416,0.238532468,pop
0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,51.47243415,67.28280122,36.74156585,-1.928326829,24.40422439,-21.04369756,7.842546341,2.577631707,-2.08245,6.983362195,-12.35424878,0.855537805,0.545273171,0.456781707,0.343843902,0.552906098,0.332620732,0.41825,0.271021951,0.294530488,0.465840244,0.271932927,0.448621951,0.362059756,pop
0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,223546,51.11109517,57.43460085,9.926421875,-1.584636364,7.620961648,-19.07083523,12.7284446,0.494257102,4.302372159,4.544272727,-16.76669176,-2.343264205,0.37528267,0.269724432,0.290316761,0.236441761,0.186294034,0.294372159,0.27643892,0.45434233,0.232163352,0.28984233,0.498241477,0.385440341,pop
0.557,0.801,1,-3.602,0,0.218,0.0125,1.66E-06,0.737,0.654,92.135,213507,51.87784557,57.54411771,11.70639525,4.006812095,27.95956263,-20.00657127,7.115179266,-2.035412527,-7.329940605,0.221338013,-11.34102268,1.589982721,0.524043197,0.555064795,0.262262419,0.317519438,0.346313175,0.260489201,0.395206263,0.369441685,0.545213823,0.41937905,0.307167387,0.237260259,pop
0.66,0.805,1,-5.352,0,0.153,0.0192,8.83E-06,0.159,0.625,103.009,193920,50.23250805,69.29963445,16.1114684,-4.82914746,24.01306691,-22.25489219,1.427801735,2.166532838,-1.245904585,0.779018587,-11.96189095,-1.370410161,0.387163569,0.407055762,0.268566295,0.314349442,0.29823544,0.270524164,0.404700124,0.356552664,0.563568773,0.406206939,0.355374226,0.415684015,pop
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,49.32952732,47.26321734,5.454902613,-6.773744656,21.84196675,-28.87259501,-14.66860808,4.438566508,-7.206375297,-0.255057007,-4.077643705,8.482756532,0.372247031,0.521401425,0.30719715,0.253026128,0.457362233,0.307554632,0.473401425,0.358760095,0.446849169,0.490447743,0.229597387,0.284011876,pop
0.846,0.815,4,-4.512,1,0.0761,0.139,2.19E-06,0.131,0.831,118.999,237200,50.69673333,30.19454943,8.225790805,-4.323449425,17.55796667,-7.83218046,5.568083908,14.63917701,-0.249726437,0.2901,-18.87175632,1.650234483,0.351848276,0.297763218,0.414636782,0.479094253,0.336063218,0.282385057,0.433391954,0.430211494,0.576570115,0.262693103,0.255591954,0.496457471,pop
0.638,0.831,5,-3.944,1,0.182,0.0281,3.06E-06,0.277,0.685,175.038,223053,51.49779198,74.6896078,-1.152289274,-4.627070423,9.510793066,-10.69943987,-3.673195016,3.64848104,-1.447035753,1.999562297,-11.95015385,-0.289412784,0.563341278,0.489670639,0.383933911,0.282856988,0.304535211,0.432510293,0.276031419,0.272201517,0.275475623,0.451640303,0.383333694,0.320910076,pop
0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866,53.10134809,64.5986229,15.34208244,-2.913737405,15.09648855,-17.83361069,5.963024427,0.908172519,-8.888636641,-1.841758779,-11.41890076,5.687387786,0.473564885,0.5028,0.261841221,0.334425954,0.484296183,0.329937405,0.36321374,0.2772,0.460476336,0.407928244,0.360777099,0.484601527,pop
0.599,0.803,0,-3.641,0,0.0986,0.069,0.137,0.129,0.233,126.057,245041,51.57035472,66.21693341,23.5262845,-12.6568414,29.58146731,-25.58551937,8.087604116,2.725449153,-3.744679177,-0.143023002,-9.654819613,11.09642373,0.543947942,0.35611138,0.406238499,0.423184019,0.268478208,0.360539952,0.336245763,0.501659806,0.379325666,0.337430993,0.459461259,0.288153753,pop
0.822,0.753,1,-4.499,0,0.0332,0.0337,1.76E-05,0.218,0.709,118.982,241933,51.0985069,60.20822069,12.72078851,5.705551724,23.93104598,-18.66433793,0.347377011,4.684729885,0.469071264,3.363522989,-16.29352759,-0.598294253,0.447612644,0.514633333,0.27478046,0.421978161,0.474545977,0.286290805,0.355006897,0.253601149,0.322126437,0.224134483,0.182925287,0.39901954,pop
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,51.56421625,85.5978575,10.94007,-7.79316625,18.90772375,-17.56398625,8.5581575,4.4480225,-0.96299125,2.42355875,-13.44808125,1.850495,0.50891125,0.590535,0.2645,0.27111625,0.43516375,0.21958,0.2755425,0.21528125,0.31749875,0.32304625,0.26833625,0.41767,pop
0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,231987,52.56693137,40.01465142,-4.145655773,-11.6885098,29.02811983,-35.64209368,-3.251601307,5.493895425,0.789039216,5.58856427,-11.57637037,-1.534584967,0.543632898,0.457006536,0.391680828,0.340397603,0.240149237,0.3061122,0.266716776,0.406142702,0.242566449,0.269422658,0.403006536,0.306440087,pop
0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,275987,50.94535024,72.85856459,10.74318086,-2.522077512,23.48789665,-23.27280574,-1.126544498,9.879222967,2.750558852,6.189557895,-12.19554258,-7.597303349,0.508562679,0.617547368,0.301063158,0.325134928,0.318798086,0.408546411,0.498660287,0.427200957,0.471923445,0.341622967,0.382308134,0.232627751,pop
0.559,0.882,3,-4.281,1,0.157,0.0314,1.71E-05,0.605,0.634,126.064,205933,51.47453209,57.71897193,18.22412032,-6.814381016,19.92552406,-28.63337968,18.28306417,1.363818182,-10.90942781,1.563163102,-9.349203209,10.32781417,0.562935829,0.462010695,0.444303476,0.580137701,0.352240642,0.411371658,0.298179144,0.397627005,0.370259358,0.308442513,0.497462567,0.405044118,pop
0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,229080,51.80135565,23.2461325,19.45753417,-1.278479777,23.36726778,-17.66618271,14.69874059,-1.995291492,-8.239135286,-0.816856346,-14.66165411,-6.077691771,0.299637378,0.253108787,0.263440725,0.166810321,0.32167643,0.162672245,0.294238494,0.304722455,0.209009763,0.330832636,0.221415621,0.556866109,pop
0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,224400,49.43338798,39.11471585,-4.291878689,-1.669534426,32.92880874,-26.40640874,7.243448087,5.319086339,-9.65079235,3.012862295,-11.37805902,-1.080701639,0.456218579,0.825980328,0.476798907,0.404907104,0.406019672,0.300038251,0.279417486,0.229175956,0.224756284,0.169874317,0.182591257,0.214528962,pop
0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,202907,51.41414408,41.74964479,34.64421113,4.617584879,33.074903,-19.75594864,12.49061626,5.90768331,2.979222539,2.4899301,-8.452292439,-0.907706134,0.619633381,0.463315264,0.442844508,0.241350927,0.385724679,0.416360913,0.431475036,0.476219686,0.289513552,0.492225392,0.257972896,0.402319544,pop
0.755,0.765,1,-3.475,1,0.0356,0.218,0,0.162,0.737,119.954,246467,51.21029468,96.90011277,13.6235234,-0.620145745,48.52255638,-19.55624574,-10.68649149,3.054312766,-5.744643617,-2.275839362,-10.57966277,-4.487156383,0.3643,0.597702128,0.251831915,0.344625532,0.283331915,0.468961702,0.365364894,0.255226596,0.329212766,0.236281915,0.313702128,0.212595745,pop
0.748,0.696,0,-5.975,1,0.0493,0.0174,0,0.267,0.891,127.002,208360,50.88678596,52.92900936,-6.704287719,-5.759348538,16.2287462,-19.96516374,3.671535673,1.586328655,-9.292443275,4.834244444,-15.76204444,-1.124981287,0.494640936,0.467974269,0.418861988,0.267495906,0.245775439,0.266219883,0.284111111,0.398451462,0.341359064,0.356826901,0.343042105,0.310195322,pop
0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,52.95021645,83.09433478,21.5364127,-9.418875902,31.71292352,-16.51679365,-5.794658009,1.640730159,1.531353535,1.77487013,-12.35408658,1.851526696,0.387933622,0.618366522,0.281235209,0.297494949,0.208805195,0.314528139,0.53091342,0.253258297,0.373686869,0.214640693,0.357438672,0.327376623,pop
0.75,0.756,1,-4.45,1,0.0426,0.0187,0.00125,0.196,0.6,127.992,215227,52.02040378,77.57089374,40.9215915,20.44350767,24.99680047,-24.85695396,11.35876387,5.318835891,-14.53038253,4.402303424,-12.73661747,3.34842503,0.309676505,0.497779221,0.28709209,0.402716647,0.200211334,0.288917355,0.508008264,0.251865407,0.373616293,0.274837072,0.513589138,0.363876033,pop
0.666,0.878,7,-2.85,0,0.0973,0.03,0,0.0828,0.669,119.932,222160,53.6181731,71.54161754,12.03870877,-6.718382456,26.09610058,-23.94319298,-6.196391813,1.390763743,-11.15156959,5.267757895,-11.40318129,-5.283926316,0.515322807,0.506652632,0.467272515,0.396538012,0.337905263,0.370419883,0.340645614,0.493638596,0.367757895,0.414219883,0.462312281,0.413108772,pop
0.768,0.82,7,-4.63,0,0.0475,0.179,0,0.704,0.625,129.969,213293,50.17093672,54.8639305,-7.718570539,3.799130705,26.38278216,-23.08593983,-11.44981743,-5.662421162,-8.969945021,7.496489627,-10.73769813,-0.680926349,0.470955394,0.510687759,0.48911722,0.397098548,0.395094398,0.457510373,0.436837137,0.548306017,0.32333195,0.336553942,0.340856846,0.239383817,pop
0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0,0.358,0.484,149.937,204000,53.24909959,99.5164502,3.116240109,-15.75432196,2.575193724,-28.87588813,-8.975185539,-0.24114734,-0.386353342,5.857521146,-11.49927831,-11.01371896,0.557335607,0.487901774,0.334571623,0.199648022,0.290072306,0.340354707,0.273735334,0.244824011,0.275661664,0.444218281,0.423395634,0.374043656,pop
0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,237493,51.24737667,44.57014824,8.903008505,-9.26090158,34.41307533,-25.11754435,-13.7694034,-2.056274605,-3.196246659,1.152076549,-8.185404617,-1.567987849,0.318153098,0.475866343,0.247464156,0.430262454,0.435860267,0.275489672,0.443688943,0.212054678,0.227493317,0.176405832,0.340826245,0.414447145,pop
0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,50.61978171,76.53535488,12.32965488,15.72529024,12.96743537,-25.49981463,-3.70257439,2.657667073,-15.79578171,4.750521951,-9.691302439,1.226004878,0.333932927,0.439385366,0.259219512,0.395297561,0.412176829,0.358840244,0.450158537,0.410428049,0.582612195,0.313596341,0.349814634,0.345876829,pop
0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98,168213,54.50805689,86.26197156,31.69470958,-0.006017964,29.23713024,-24.52025,5.932178144,3.398136228,-10.13977695,7.106200599,-12.16736228,-11.48024102,0.612497006,0.694522455,0.40575,0.281540419,0.336679641,0.363787425,0.536317365,0.37026497,0.275553892,0.318447605,0.314907186,0.56142515,pop
0.576,0.697,10,-4.192,1,0.326,0.0286,1.15E-06,0.167,0.501,175.906,227667,50.1139893,97.47891765,-12.46272299,-8.948479144,23.5956631,-18.19733583,-4.029931551,0.539704813,-2.182729412,1.248973262,-19.3164107,1.412013904,0.530331551,0.398359358,0.307453476,0.321729412,0.327757219,0.511530481,0.389483422,0.437116578,0.333690909,0.358650267,0.361604278,0.259253476,pop
0.478,0.915,8,-3.858,1,0.0652,0.00584,0,0.386,0.703,154.955,177280,53.06099119,64.79906314,41.66461527,0.734343612,15.18217327,-23.40369897,0.318405286,-2.924202643,-7.684698972,2.463769457,-9.406685756,-15.81276358,0.415892805,0.435917768,0.342076358,0.547039648,0.356769457,0.468509545,0.381685756,0.507844347,0.486848752,0.363718062,0.457527166,0.244450808,pop
0.754,0.899,9,-3.195,1,0.0914,0.0424,0.0364,0.134,0.96,145.029,311400,51.6292181,60.30158966,10.36380603,9.028208621,20.86878966,-12.81848966,1.496655172,5.584118103,-3.175441379,-1.166305172,-13.12805776,1.183974138,0.436525,0.53857931,0.374783621,0.295299138,0.673977586,0.392992241,0.345667241,0.315487931,0.401599138,0.450449138,0.272268966,0.424633621,pop
0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01E-06,0.0534,0.875,132.612,202587,50.00667761,47.49700586,-12.08575381,-9.734001172,23.55928019,-34.02177374,-10.66626729,4.828107855,-7.914791325,1.538173505,-6.609601407,-5.559037515,0.557005862,0.639947245,0.271174678,0.298611958,0.265940211,0.347478312,0.364684642,0.36280422,0.471372802,0.353317702,0.468014068,0.364017585,pop
0.682,0.927,4,-2.891,1,0.0483,0.0836,0,0.152,0.748,101.016,195387,54.1227563,77.56029692,16.93514006,0.660882353,35.16232913,-27.59940896,-1.718352941,-0.415169468,-12.53272269,2.33842437,-10.32384174,1.058854342,0.365780112,0.517161064,0.335159664,0.391235294,0.674093838,0.429780112,0.468247899,0.350684874,0.501218487,0.377151261,0.257243697,0.426697479,pop
0.537,0.895,5,-2.708,1,0.0352,0.21,4.01E-06,0.123,0.851,139.108,134067,54.270829,48.72479654,21.98716883,-9.611681818,17.74929437,-21.40838745,-0.834261905,0.623764069,-1.955017316,-0.496893939,-6.400549784,5.18188961,0.472406926,0.318785714,0.303683983,0.204636364,0.285820346,0.649495671,0.276718615,0.432474026,0.273398268,0.33254329,0.426158009,0.265361472,pop
0.517,0.598,6,-3.751,0,0.263,0.388,2.22E-06,0.183,0.922,96.933,221627,49.33484199,62.58551962,33.08711241,15.83577731,31.44159597,-11.69372428,-5.210026511,0.881089077,-0.536939555,1.522560976,-12.9188123,1.622557794,0.391635207,0.601715801,0.271183457,0.187822906,0.250616119,0.244887593,0.459222694,0.251155885,0.352294804,0.36992895,0.278013786,0.34978473,pop
0.655,0.296,2,-10.578,1,0.0282,0.884,0,0.114,0.31,103.981,232533,45.709952,-34.13544533,-41.33677733,-32.77170667,29.599688,-22.013316,-8.412049333,-5.949246667,-6.092438667,-2.401654667,-10.65657867,4.080785333,0.102548,0.250634667,0.405793333,0.095076,0.176232,0.159624,0.416274667,0.243636,0.120282667,0.425658667,0.123909333,0.280950667,pop
0.784,0.836,4,-5.134,0,0.0896,0.00292,1.77E-06,0.426,0.661,97.524,221227,50.02457964,77.26580948,1.947872984,1.742936492,25.44105948,-23.51277722,-8.112009073,5.147865927,-8.222962702,4.140927419,-14.26161694,-0.50628125,0.452196573,0.465319556,0.324778226,0.29490121,0.52005746,0.381272177,0.412777218,0.481425403,0.420274194,0.467834677,0.332458669,0.358591734,pop
0.755,0.827,0,-6.803,1,0.114,0.0671,0,0.329,0.797,142.122,215867,47.11010842,53.07059746,-2.361056517,-2.520199539,25.05049712,-20.09877509,4.017058824,6.143803922,-1.404892734,5.142577855,-13.13764129,-3.240155709,0.56328143,0.474221453,0.377448674,0.283336794,0.361401384,0.342322953,0.332918108,0.388364475,0.338197232,0.378083045,0.362806228,0.375058824,pop
0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,238920,52.41363279,94.46452309,-6.056439954,-6.833136259,7.088602771,-19.46512125,10.67519284,5.620314088,-0.840989607,9.754749423,-14.53014319,1.177147806,0.35391224,0.403615473,0.305484988,0.210056582,0.304100462,0.297389145,0.575301386,0.58545843,0.55202194,0.528030023,0.34617552,0.356181293,pop
0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013,259333,48.0167998,57.65926595,1.657169774,-5.436903827,18.19077429,-21.16274485,8.971303238,2.127183513,-11.35418449,0.3580579,-11.99374779,-6.20413052,0.495836114,0.494302257,0.374527969,0.329097154,0.367038273,0.558408243,0.385597645,0.442944063,0.344045142,0.407379784,0.298816487,0.205011776,pop
0.755,0.688,8,-3.97,1,0.0535,0.0947,0,0.0852,0.429,114.928,208307,51.54155497,41.49956021,3.348109948,-3.589532723,13.46344764,-15.15314529,4.408985602,-5.306086387,0.315650524,-1.425349476,-13.5056322,0.387267016,0.718753927,0.820811518,0.314468586,0.348664921,0.25392801,0.408213351,0.240858639,0.274640052,0.332006545,0.170769634,0.195316754,0.189874346,pop
0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,51.50829901,92.38746154,4.684110422,5.42507196,3.648723325,-23.88639826,1.642043424,0.677083127,2.341756824,4.337296526,-10.05952109,-1.173686104,0.618805211,0.728990074,0.306254342,0.25389206,0.272735732,0.283483871,0.318679901,0.248033499,0.248949132,0.186246898,0.196200993,0.306692308,pop
0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,49.90127103,39.87534268,18.70298754,21.41718484,26.21504673,-4.057895119,7.840946002,-1.596377985,1.257641745,-4.402296989,-10.95223468,-4.415876428,0.674841121,0.662167186,0.265671859,0.189274143,0.270773624,0.155876428,0.254124611,0.346214953,0.204716511,0.210656282,0.205571132,0.256274143,pop
0.524,0.878,5,-3.108,0,0.0346,0.0012,0,0.098,0.59,130.989,199187,53.43982396,70.70906953,24.82308284,-10.28801036,4.599412722,-27.71333432,2.54087426,1.498491124,0.203585799,6.228707101,-9.868258876,-7.048007396,0.627233728,0.371304734,0.314360947,0.219849112,0.261272189,0.512178994,0.276616864,0.302880178,0.24689645,0.33466568,0.469825444,0.403849112,pop
0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,236213,51.50187373,86.27745519,4.676950102,32.66708045,38.95692261,-16.23827699,4.156392057,5.819531568,-12.37633707,6.137187373,-15.55420876,-2.258151731,0.797633401,0.482851324,0.327174134,0.2478778,0.187700611,0.227465377,0.229930754,0.409199593,0.238709776,0.259466395,0.270021385,0.411327902,pop
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,48.46684262,52.11753482,14.00867688,11.45299582,41.01312256,-13.36587326,-2.240027855,-0.239431755,-12.40997075,-2.992061281,-10.65976462,1.6924039,0.643158774,0.5019039,0.44739415,0.426162953,0.252785515,0.325038997,0.34756546,0.443130919,0.275674095,0.214013928,0.336913649,0.364976323,pop
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,211160,49.12105438,52.33558621,41.55774668,19.04935146,36.61314058,-16.62751326,-2.592298408,-3.225233422,-12.03496684,-0.425437666,-9.349263926,-5.05769496,0.515099469,0.594319629,0.300818302,0.363084881,0.401307692,0.316005305,0.392881963,0.307749337,0.469070292,0.282258621,0.286786472,0.500721485,pop
0.651,0.812,3,-3.797,0,0.0409,0.00125,3.01E-05,0.667,0.72,126.023,230733,53.03571564,58.65752114,15.76610148,-4.284295983,9.391251586,-24.41593763,15.23252643,0.339630021,-3.620958774,-1.605319239,-14.29668605,-1.521487315,0.5015074,0.639118393,0.358584567,0.371359408,0.24022093,0.222671247,0.299994715,0.239951374,0.368256871,0.240192389,0.306977801,0.36303277,pop
0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,218093,50.19673695,56.32204593,12.66370459,6.099699374,21.70783925,-16.1161357,-15.83562317,3.481982255,-7.604941545,6.149466597,-9.651958246,-1.357321503,0.558806889,0.509705637,0.306599165,0.35326096,0.359497912,0.419969729,0.361002088,0.320470772,0.390840292,0.320866388,0.435217119,0.35243215,pop
0.766,0.873,11,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,202627,49.408642,55.06143961,5.586648531,3.135208923,17.73357671,-22.32032209,7.064682263,4.724239391,3.452942329,6.026301415,-12.26590207,-5.837911861,0.482498368,0.701178455,0.530750816,0.403163221,0.498167573,0.465490751,0.486591948,0.4155963,0.356809576,0.419465724,0.261855277,0.352443961,pop
0.524,0.904,8,-2.071,1,0.398,0.0533,0,0.776,0.655,161.188,254040,53.24682798,88.24721267,18.53864934,-7.137805293,24.13137996,-18.16873251,4.250181474,3.871865784,-3.419646503,4.885273157,-15.830931,3.412966919,0.408577505,0.573224953,0.377219282,0.472327032,0.340654064,0.261095463,0.310595463,0.420963138,0.555646503,0.300806238,0.303503781,0.284859168,pop
0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,49.01938882,66.90873992,-2.063109233,8.701330299,29.6916775,-9.796040312,1.173459038,1.202361508,-15.55169831,4.887053316,-18.05938101,-4.539280884,0.399035111,0.460191157,0.238912874,0.34746684,0.316080624,0.415347204,0.283817945,0.241884265,0.357837451,0.24589987,0.292626788,0.226382315,pop
0.332,0.837,5,-3.437,1,0.038,0.000324,0,0.164,0.551,171.341,213320,53.80359783,66.72678106,15.61957764,-13.24068634,11.85501553,-28.6336118,11.20972981,3.816714286,-7.986518634,1.58885559,-9.162476708,-0.506375776,0.47713354,0.486156832,0.405093168,0.265506211,0.434257764,0.521568323,0.294509317,0.327237578,0.230743789,0.392464286,0.324451863,0.234810559,pop
0.515,0.869,11,-4.381,0,0.109,0.00393,0,0.434,0.336,122.748,265333,50.43907448,58.59320591,25.31547097,-2.826889376,17.35217415,-28.88728916,7.371878423,3.595511501,-7.054876232,3.522909091,-8.392192771,-7.474234392,0.538003286,0.638109529,0.436487404,0.38888609,0.379238773,0.407884995,0.487101862,0.397879518,0.358391019,0.323685652,0.254533406,0.32103724,pop
0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,183093,51.98786873,35.71228319,13.71370354,-7.273674041,-12.84139233,-27.72154425,7.228439528,-0.648591445,-6.56910767,-1.444356932,-6.081227139,4.757275811,0.491247788,0.616519174,0.592492625,0.321193215,0.286867257,0.254464602,0.383272861,0.420868732,0.311684366,0.316724189,0.295011799,0.442382006,pop
0.614,0.615,4,-7.819,1,0.0312,0.266,0.000243,0.0887,0.585,125.976,182857,48.25793511,14.61087521,-3.026968386,-14.2350782,22.66128952,-30.35280865,12.40184027,3.59708985,-27.13923295,-3.36431614,-5.687660566,13.47445923,0.327708819,0.488136439,0.201113145,0.215289517,0.440712146,0.225757072,0.391232945,0.356216306,0.433983361,0.270081531,0.197622296,0.45525624,pop
0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,53.74566494,35.56646639,9.427868666,12.91002482,38.61106205,-37.76829473,-2.375015512,-0.859789038,-11.83908066,0.747785936,-8.345733195,5.088671148,0.58193485,0.409605998,0.329201655,0.20210031,0.424777663,0.350246122,0.344268873,0.49862151,0.33624302,0.52395243,0.290624612,0.265120993,pop
0.731,0.469,5,-7.226,1,0.0326,0.463,1.04E-06,0.103,0.631,98.963,165387,47.71869894,4.417628521,3.998614437,-7.616512324,20.97314965,-11.31605282,-13.3466338,-6.500251761,-15.86477289,-6.631492958,-9.768786972,-4.790994718,0.630605634,0.41225,0.324681338,0.23043662,0.295596831,0.517137324,0.252007042,0.386271127,0.185642606,0.329961268,0.170633803,0.201295775,pop
0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,228827,52.09556624,61.47582237,19.02532188,9.875421001,37.90626889,-10.66492051,-2.89722473,5.325914622,-12.29639254,8.31086948,-16.81998528,-3.138121688,0.416704612,0.505380765,0.44760157,0.229093229,0.310412169,0.215626104,0.384589794,0.291235525,0.282334642,0.38320314,0.280604514,0.382065751,pop
0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,214648,45.10025088,26.18750412,-47.33802709,7.981161366,41.63317432,-15.6954841,-13.52688457,-7.767982332,-7.482563015,7.410948174,-18.95422497,3.199387515,0.497376914,0.550926973,0.246595995,0.242289753,0.149683157,0.155077739,0.240585395,0.221383981,0.527315665,0.181506478,0.162534747,0.272558304,pop
0.623,0.417,0,-8.699,1,0.0354,0.296,0,0.135,0.721,130.032,191360,46.18691643,11.36219688,-10.80269122,-13.45818555,18.94442918,-21.93323371,-10.45055949,-8.080052408,-3.367225212,2.738686969,-11.02777762,-3.425111898,0.468239377,0.337466006,0.395249292,0.209992918,0.333364023,0.246236544,0.231923513,0.417050992,0.24655949,0.360419263,0.226048159,0.28777762,pop
0.664,0.491,9,-6.544,1,0.042,0.594,0,0.11,0.24,127.97,196280,47.83150677,-10.28168571,-19.70075639,-18.67190075,24.97832782,-15.53415489,-10.28097895,-7.866854135,-2.923427068,-3.76647218,-11.94742556,-3.493846617,0.21004812,0.407425564,0.296664662,0.145264662,0.307736842,0.115305263,0.183888722,0.162312782,0.360514286,0.585729323,0.218839098,0.246001504,pop
0.644,0.834,4,-6.473,1,0.0275,0.156,0,0.112,0.593,117.043,215547,50.20380933,40.7446941,-13.39002058,-20.89386145,10.98163923,-22.78969547,-8.067127572,-1.5439369,-8.595580247,-2.351153635,-7.628041152,3.153663923,0.358120713,0.354115226,0.163737997,0.2751893,0.627652949,0.272379973,0.30360631,0.216294925,0.301443073,0.33437037,0.213156379,0.551748971,pop
0.629,0.793,9,-5.942,1,0.0346,0.00952,1.14E-06,0.218,0.587,95.983,231213,50.1861903,58.79875933,2.781499067,2.49524347,19.47368097,-27.49907649,6.038326493,-0.365720149,-12.04333396,2.660959888,-9.824796642,0.962909515,0.523403918,0.691361007,0.355755597,0.266783582,0.322477612,0.221932836,0.250766791,0.234282649,0.365114739,0.515951493,0.312338619,0.25944403,pop
0.506,0.639,3,-5.222,1,0.0285,0.171,0,0.315,0.385,144.073,233200,50.84270484,31.36788871,11.98600968,-19.10082903,18.67312903,-19.84362581,-12.68397419,-5.119846774,-1.89766129,-2.192680645,-9.387487097,-4.980106452,0.386803226,0.255762903,0.244083871,0.475404839,0.183824194,0.309843548,0.216495161,0.374590323,0.375067742,0.245133871,0.463204839,0.204885484,pop
0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,261154,50.86577899,35.20223085,7.090710066,-16.27580416,0.858874179,-24.39971663,-8.309014223,-1.468630197,-5.069781182,1.05687965,-8.384588621,0.114809628,0.377012035,0.573480306,0.587229759,0.283310722,0.357202407,0.286963895,0.417228665,0.43750547,0.309185996,0.431570022,0.265278993,0.323564551,pop
0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,46.62613602,5.873881612,-17.41062972,-7.523472292,15.55717506,-1.358609572,-11.40110705,1.334302267,-6.737308564,-4.042596977,-12.50003904,-6.117561713,0.313615869,0.381148615,0.399107053,0.154321159,0.287180101,0.187847607,0.400688917,0.28736398,0.18940932,0.374073048,0.171924433,0.30824937,pop
